period_end,county,state,state_code,median_ppsf,tax_burden,medianage,cost_of_living_rank,elementary_school_rating,middle_school_rating,high_school_rating,daily_cases,percentage_fully_vaccinated,risk_index,risk
2023-12-31,Cannon County,Tennessee,TN,175.99136991837076,5.74,39.0,49.0,5,5,1,4199.0,32.2,1.0,Medium
2023-12-31,Bradley County,Tennessee,TN,151.17597503662108,5.74,39.0,49.0,5,7,9,33129.0,41.8,1.0,Medium
2023-12-31,Hanover County,Virginia,VA,180.9930953979492,7.86,38.0,37.0,1,7,8,21791.0,72.0,2.0,High
2023-12-31,Dallas County,Texas,TX,186.06124877929688,8.19,35.0,30.0,5,7,4,560690.0,60.3,1.0,Medium
2023-12-31,Ogle County,Illinois,IL,85.45782729870234,9.52,38.0,9.0,10,8,1,14001.0,57.9,1.0,Medium
2023-12-31,Ascension Parish,Louisiana,LA,147.08380126953125,8.82,37.0,19.0,4,4,3,34825.0,50.9,1.0,Medium
2023-12-31,Glynn County,Georgia,GA,148.44818095778464,7.91,37.0,35.0,2,7,1,23181.0,51.3,0.0,Low
2023-12-31,Lincoln County,Washington,WA,119.0867156982422,8.34,38.0,24.0,4,2,9,2209.0,57.9,1.0,Medium
2023-12-31,Kings County,New York,NY,685.1484045410157,12.79,39.0,1.0,1,3,10,697453.0,71.8,2.0,High
2023-12-31,Grant County,Oregon,OR,163.8875274658203,8.29,39.0,27.0,1,5,8,1692.0,45.3,3.0,Critical
2023-12-31,Randolph County,Illinois,IL,75.43973541259766,9.52,38.0,9.0,2,8,1,10470.0,52.400000000000006,1.0,Medium
2023-12-31,Wakulla County,Florida,FL,158.26221786499025,6.97,42.0,45.0,7,3,3,9927.0,44.9,2.0,High
2023-12-31,Hillsborough County,Florida,FL,196.6379761946384,6.97,42.0,45.0,9,7,7,374771.0,62.6,0.0,Low
2023-12-31,Larimer County,Colorado,CO,221.0216616821289,8.31,37.0,26.0,2,9,10,77879.0,67.9,3.0,Critical
2023-12-31,Cheshire County,New Hampshire,NH,174.40251022338867,6.84,43.0,46.0,5,4,5,14987.0,,3.0,Critical
2023-12-31,Wayne County,Mississippi,MS,191.4921417236328,8.99,38.0,15.0,4,7,4,6003.0,39.1,2.0,High
2023-12-31,Swain County,North Carolina,NC,270.9966217353576,8.07,39.0,34.0,1,4,3,3520.0,56.89999999999999,1.0,Medium
2023-12-31,Sevier County,Utah,UT,131.80829162597655,8.29,31.0,27.0,3,1,7,5438.0,43.9,2.0,High
2023-12-31,Ohio County,Indiana,IN,115.458216314506,8.15,38.0,33.0,10,4,2,1444.0,75.4,1.0,Medium
2023-12-31,Lapeer County,Michigan,MI,167.93255380163828,8.34,40.0,24.0,6,7,4,20811.0,47.4,1.0,Medium
2023-12-31,Talladega County,Alabama,AL,105.49885271976837,7.45,39.0,40.0,6,10,9,22298.0,36.5,1.0,Medium
2023-12-31,Jo Daviess County,Illinois,IL,86.55603659496558,9.52,38.0,9.0,10,7,8,4033.0,77.8,1.0,Medium
2023-12-31,Pope County,Minnesota,MN,124.8427513297629,9.99,38.0,6.0,4,8,4,3033.0,57.3,2.0,High
2023-12-31,Maries County,Missouri,MO,72.18184893731268,7.75,39.0,39.0,6,5,10,1599.0,43.8,4.0,Unknown
2023-12-31,Cleveland County,Oklahoma,OK,132.89987182617188,7.13,37.0,44.0,2,9,10,79216.0,55.8,1.0,Medium
2023-12-31,Houston County,Tennessee,TN,98.22138339390222,5.74,39.0,49.0,1,1,3,2678.0,43.4,2.0,High
2023-12-31,Anchorage Borough,Alaska,AK,192.3910122208419,5.1,34.0,50.0,4,3,4,,,,
2023-12-31,Madison County,Alabama,AL,147.6435546875,7.45,39.0,40.0,1,7,4,89328.0,61.7,2.0,High
2023-12-31,Oconee County,South Carolina,SC,149.54085220336913,7.45,39.0,40.0,3,9,1,24170.0,44.9,1.0,Medium
2023-12-31,Sheboygan County,Wisconsin,WI,132.91519165039062,8.89,40.0,17.0,1,6,2,32508.0,62.4,1.0,Medium
2023-12-31,Levy County,Florida,FL,151.8932197570801,6.97,42.0,45.0,3,5,2,10239.0,47.1,0.0,Low
2023-12-31,Koochiching County,Minnesota,MN,73.2907485961914,9.99,38.0,6.0,7,3,8,2712.0,58.7,1.0,Medium
2023-12-31,Mathews County,Virginia,VA,151.10374955481134,7.86,38.0,37.0,2,1,3,1443.0,64.4,2.0,High
2023-12-31,Clay County,North Carolina,NC,146.93338606189354,8.07,39.0,34.0,1,4,7,2620.0,46.7,1.0,Medium
2023-12-31,Warren County,Virginia,VA,200.92079238891603,7.86,38.0,37.0,6,5,3,8560.0,51.1,2.0,High
2023-12-31,Smith County,Mississippi,MS,90.0380859375,8.99,38.0,15.0,10,2,8,4111.0,34.2,2.0,High
2023-12-31,Aitkin County,Minnesota,MN,132.0748291015625,9.99,38.0,6.0,3,7,9,2955.0,58.8,2.0,High
2023-12-31,Sunflower County,Mississippi,MS,106.55738067626952,8.99,38.0,15.0,3,4,5,5768.0,53.2,1.0,Medium
2023-12-31,Marion County,South Carolina,SC,79.8818359375,7.45,39.0,40.0,10,1,9,8539.0,48.8,0.0,Low
2023-12-31,Rockwall County,Texas,TX,176.32106018066406,8.19,35.0,30.0,1,8,5,26567.0,58.5,1.0,Medium
2023-12-31,Horry County,South Carolina,SC,179.83924865722656,7.45,39.0,40.0,7,5,10,96403.0,56.3,1.0,Medium
2023-12-31,Caldwell County,North Carolina,NC,129.58535148620606,8.07,39.0,34.0,6,7,1,22156.0,47.5,1.0,Medium
2023-12-31,Washington County,Texas,TX,166.40772194110468,8.19,35.0,30.0,7,1,2,9207.0,50.6,1.0,Medium
2023-12-31,Angelina County,Texas,TX,142.68674097318217,8.19,35.0,30.0,5,7,9,15415.0,47.0,1.0,Medium
2023-12-31,Mercer County,Ohio,OH,125.769306640625,8.96,39.0,16.0,5,8,2,9685.0,38.3,0.0,Low
2023-12-31,Millard County,Utah,UT,134.0048828125,8.29,31.0,27.0,7,1,10,3267.0,45.3,1.0,Medium
2023-12-31,Jefferson County,Georgia,GA,102.88102215385152,7.91,37.0,35.0,4,5,4,3658.0,54.1,1.0,Medium
2023-12-31,Hamilton County,Texas,TX,103.78092520235714,8.19,35.0,30.0,10,1,2,1960.0,54.400000000000006,0.0,Low
2023-12-31,Lee County,Arkansas,AR,39.86638800303141,8.8,38.0,20.0,4,4,3,2907.0,33.800000000000004,1.0,Medium
2023-12-31,Putnam County,Illinois,IL,97.91116333007812,9.52,38.0,9.0,10,10,4,1145.0,57.2,2.0,High
2023-12-31,Story County,Iowa,IA,183.4560546875,9.26,38.0,13.0,2,1,10,19779.0,63.1,1.0,Medium
2023-12-31,Crook County,Oregon,OR,268.1643701171875,8.29,39.0,27.0,1,3,3,6048.0,50.9,2.0,High
2023-12-31,Loudoun County,Virginia,VA,244.8481007999593,7.86,38.0,37.0,10,2,8,68599.0,76.7,2.0,High
2023-12-31,York County,Virginia,VA,182.30653381347656,7.86,38.0,37.0,2,1,8,9845.0,81.89999999999999,1.0,Medium
2023-12-31,Marshall County,Alabama,AL,118.37267303466795,7.45,39.0,40.0,6,10,9,27321.0,45.6,1.0,Medium
2023-12-31,Bradley County,Arkansas,AR,61.86826320308501,8.8,38.0,20.0,8,10,1,2990.0,56.8,1.0,Medium
2023-12-31,Coos County,New Hampshire,NH,106.6474609375,6.84,43.0,46.0,4,3,5,6971.0,,2.0,High
2023-12-31,Tuscarawas County,Ohio,OH,107.74477642977216,8.96,39.0,16.0,4,2,9,20587.0,44.3,0.0,Low
2023-12-31,Mills County,Iowa,IA,112.31064705305069,9.26,38.0,13.0,6,9,8,3351.0,56.39999999999999,2.0,High
2023-12-31,Aiken County,South Carolina,SC,128.5727996826172,7.45,39.0,40.0,1,3,3,41465.0,45.6,0.0,Low
2023-12-31,Berkeley County,South Carolina,SC,175.83265686035156,7.45,39.0,40.0,1,7,5,51760.0,52.0,1.0,Medium
2023-12-31,Athens County,Ohio,OH,78.79923899684627,8.96,39.0,16.0,5,9,10,14537.0,51.3,1.0,Medium
2023-12-31,Cherokee County,Oklahoma,OK,112.55973052978516,7.13,37.0,44.0,8,7,7,14512.0,48.0,2.0,High
2023-12-31,Greene County,Pennsylvania,PA,92.48567962646484,8.46,41.0,23.0,3,9,10,8458.0,45.1,1.0,Medium
2023-12-31,Ray County,Missouri,MO,115.3271484375,7.75,39.0,39.0,7,8,7,5147.0,39.8,4.0,Unknown
2023-12-31,Noble County,Oklahoma,OK,97.6674886876404,7.13,37.0,44.0,2,5,3,3026.0,62.5,2.0,High
2023-12-31,Wright County,Minnesota,MN,171.73699951171875,9.99,38.0,6.0,4,4,5,36579.0,54.900000000000006,1.0,Medium
2023-12-31,Ben Hill County,Georgia,GA,74.7158203125,7.91,37.0,35.0,8,2,4,4331.0,38.5,1.0,Medium
2023-12-31,Tunica County,Mississippi,MS,90.64623260498048,8.99,38.0,15.0,1,2,1,2539.0,51.9,2.0,High
2023-12-31,Hendricks County,Indiana,IN,139.1508026123047,8.15,38.0,33.0,9,5,7,40723.0,71.8,1.0,Medium
2023-12-31,Jackson County,Alabama,AL,102.1796875,7.45,39.0,40.0,1,2,1,15005.0,49.2,0.0,Low
2023-12-31,Crisp County,Georgia,GA,142.09074023940104,7.91,37.0,35.0,1,9,4,4672.0,43.7,1.0,Medium
2023-12-31,Attala County,Mississippi,MS,43.81612981412206,8.99,38.0,15.0,8,6,7,5319.0,54.2,1.0,Medium
2023-12-31,Putnam County,Florida,FL,133.3717041015625,6.97,42.0,45.0,2,3,4,17564.0,42.0,1.0,Medium
2023-12-31,Stokes County,North Carolina,NC,145.19531295776366,8.07,39.0,34.0,2,10,6,11196.0,47.2,1.0,Medium
2023-12-31,Floyd County,Georgia,GA,125.38605499267578,7.91,37.0,35.0,3,5,1,27328.0,42.3,1.0,Medium
2023-12-31,Berks County,Pennsylvania,PA,126.53547314184009,8.46,41.0,23.0,3,2,1,102408.0,58.1,2.0,High
2023-12-31,Knox County,Ohio,OH,131.6128956604004,8.96,39.0,16.0,6,7,10,13172.0,43.0,1.0,Medium
2023-12-31,Butler County,Nebraska,NE,117.89465861402913,9.01,37.0,14.0,4,9,5,1908.0,51.3,3.0,Critical
2023-12-31,Baker County,Florida,FL,164.1366781616211,6.97,42.0,45.0,10,1,7,8668.0,36.4,1.0,Medium
2023-12-31,Johnson County,Texas,TX,163.46153259277344,8.19,35.0,30.0,3,4,10,43299.0,46.0,1.0,Medium
2023-12-31,Chicot County,Arkansas,AR,56.64013671875,8.8,38.0,20.0,1,5,9,2774.0,54.50000000000001,1.0,Medium
2023-12-31,Crow Wing County,Minnesota,MN,146.36154174804688,9.99,38.0,6.0,3,9,6,15964.0,56.49999999999999,1.0,Medium
2023-12-31,Hawkins County,Tennessee,TN,192.3849703470865,5.74,39.0,49.0,6,4,5,16651.0,44.4,1.0,Medium
2023-12-31,Taylor County,Texas,TX,131.57974243164062,8.19,35.0,30.0,5,7,3,34353.0,51.0,3.0,Critical
2023-12-31,Norfolk County,Massachusetts,MA,350.7327712711692,8.77,40.0,21.0,1,2,3,133655.0,78.8,3.0,Critical
2023-12-31,DuPage County,Illinois,IL,184.24632357306373,9.52,38.0,9.0,10,6,9,212040.0,77.10000000000001,2.0,High
2023-12-31,Arkansas County,Arkansas,AR,58.19588815310645,8.8,38.0,20.0,7,9,10,5682.0,55.8,1.0,Medium
2023-12-31,Waushara County,Wisconsin,WI,123.24093162536622,8.89,40.0,17.0,2,9,3,6394.0,44.9,2.0,High
2023-12-31,Kandiyohi County,Minnesota,MN,114.39306640625,9.99,38.0,6.0,8,5,9,13413.0,54.1,1.0,Medium
2023-12-31,Wadena County,Minnesota,MN,99.29736328125,9.99,38.0,6.0,3,7,10,4214.0,49.8,1.0,Medium
2023-12-31,Lamar County,Georgia,GA,140.31240146854543,7.91,37.0,35.0,8,1,4,4845.0,34.8,1.0,Medium
2023-12-31,Treutlen County,Georgia,GA,42.0091438293457,7.91,37.0,35.0,9,7,7,1633.0,35.099999999999994,1.0,Medium
2023-12-31,Napa County,California,CA,534.0902709960938,9.48,37.0,10.0,10,2,10,26907.0,78.8,1.0,Medium
2023-12-31,Cross County,Arkansas,AR,95.8388671875,8.8,38.0,20.0,7,9,7,4827.0,50.9,1.0,Medium
2023-12-31,Harrison County,Iowa,IA,125.1951904296875,9.26,38.0,13.0,9,3,10,3430.0,51.9,1.0,Medium
2023-12-31,Alcorn County,Mississippi,MS,57.965150885341565,8.99,38.0,15.0,4,10,8,10044.0,39.0,1.0,Medium
2023-12-31,San Benito County,California,CA,416.78521728515625,9.48,37.0,10.0,1,3,9,13448.0,72.0,1.0,Medium
2023-12-31,Richland County,Wisconsin,WI,110.57762130407718,8.89,40.0,17.0,3,1,6,3862.0,58.8,1.0,Medium
2023-12-31,Lincoln County,Colorado,CO,127.94336276493414,8.31,37.0,26.0,9,6,7,2180.0,36.0,2.0,High
2023-12-31,Loudon County,Tennessee,TN,187.96939086914065,5.74,39.0,49.0,10,7,4,14485.0,63.8,1.0,Medium
2023-12-31,Oneida County,Wisconsin,WI,191.4105015563965,8.89,40.0,17.0,3,6,6,8494.0,65.2,1.0,Medium
2023-12-31,Jefferson County,Oklahoma,OK,83.59735829701458,7.13,37.0,44.0,10,3,4,1301.0,42.0,2.0,High
2023-12-31,Lawrence County,Tennessee,TN,138.52782882690428,5.74,39.0,49.0,8,6,6,14278.0,36.7,2.0,High
2023-12-31,Jackson County,Texas,TX,157.28125,8.19,35.0,30.0,7,9,2,3177.0,45.1,1.0,Medium
2023-12-31,Eagle County,Colorado,CO,575.7939370727539,8.31,37.0,26.0,8,1,5,16006.0,82.19999999999999,2.0,High
2023-12-31,Hunterdon County,New Jersey,NJ,215.38673400878903,9.98,40.0,7.0,4,5,2,24841.0,70.8,2.0,High
2023-12-31,Clinton County,Ohio,OH,117.71798568725586,8.96,39.0,16.0,8,8,8,10315.0,49.0,2.0,High
2023-12-31,Penobscot County,Maine,ME,129.7073975997635,10.5,45.0,4.0,7,1,6,27875.0,67.30000000000001,3.0,Critical
2023-12-31,Snohomish County,Washington,WA,365.6770324707031,8.34,38.0,24.0,6,7,6,152102.0,70.7,2.0,High
2023-12-31,Union County,Indiana,IN,62.74701502196184,8.15,38.0,33.0,2,7,7,2019.0,49.7,2.0,High
2023-12-31,Wayne County,Tennessee,TN,107.73475355202572,5.74,39.0,49.0,1,8,4,5695.0,40.9,1.0,Medium
2023-12-31,Fayette County,Tennessee,TN,159.54909545898437,5.74,39.0,49.0,5,5,9,11421.0,56.99999999999999,2.0,High
2023-12-31,Stephens County,Texas,TX,70.87284088134766,8.19,35.0,30.0,5,7,3,1837.0,37.0,1.0,Medium
2023-12-31,Monroe County,Mississippi,MS,27.065974079008868,8.99,38.0,15.0,10,1,5,10979.0,50.5,0.0,Low
2023-12-31,Hancock County,Maine,ME,209.00537109375,10.5,45.0,4.0,5,10,5,7445.0,73.9,2.0,High
2023-12-31,Gloucester County,Virginia,VA,168.9598995045926,7.86,38.0,37.0,3,3,7,7312.0,65.9,1.0,Medium
2023-12-31,Baltimore County,Maryland,MD,172.74035251645722,9.32,39.0,12.0,10,10,8,132473.0,72.5,2.0,High
2023-12-31,McCormick County,South Carolina,SC,154.15584818522134,7.45,39.0,40.0,9,5,2,2226.0,58.4,1.0,Medium
2023-12-31,Manistee County,Michigan,MI,113.833984375,8.34,40.0,24.0,8,2,6,4468.0,59.8,2.0,High
2023-12-31,St. John the Baptist Parish,Louisiana,LA,120.52612780733944,8.82,37.0,19.0,2,7,1,10519.0,59.8,1.0,Medium
2023-12-31,Woodruff County,Arkansas,AR,47.16798886055403,8.8,38.0,20.0,9,5,3,1728.0,56.39999999999999,1.0,Medium
2023-12-31,Limestone County,Alabama,AL,149.8941650390625,7.45,39.0,40.0,7,5,1,24879.0,38.9,1.0,Medium
2023-12-31,Hood County,Texas,TX,179.112548828125,8.19,35.0,30.0,7,3,6,13394.0,50.4,1.0,Medium
2023-12-31,Wilkin County,Minnesota,MN,88.56164917336628,9.99,38.0,6.0,6,10,3,1654.0,53.900000000000006,1.0,Medium
2023-12-31,Claiborne Parish,Louisiana,LA,66.97184406627308,8.82,37.0,19.0,5,6,6,3278.0,40.8,0.0,Low
2023-12-31,Denver County,Colorado,CO,348.8355403899139,8.31,37.0,26.0,3,7,9,170683.0,75.7,3.0,Critical
2023-12-31,Litchfield County,Connecticut,CT,156.97674560546875,10.44,41.0,5.0,9,10,6,31980.0,75.5,2.0,High
2023-12-31,Union County,Mississippi,MS,163.45583247924205,8.99,38.0,15.0,6,6,5,9471.0,39.2,2.0,High
2023-12-31,Coshocton County,Ohio,OH,90.1615423247158,8.96,39.0,16.0,10,2,10,7959.0,38.7,2.0,High
2023-12-31,Marshall County,Illinois,IL,93.09599013175264,9.52,38.0,9.0,3,3,9,2767.0,57.2,1.0,Medium
2023-12-31,Caroline County,Virginia,VA,172.95554321289063,7.86,38.0,37.0,8,3,3,6831.0,59.3,1.0,Medium
2023-12-31,Palo Pinto County,Texas,TX,150.26382446289062,8.19,35.0,30.0,1,7,6,7027.0,38.8,1.0,Medium
2023-12-31,Mercer County,Pennsylvania,PA,114.1572265625,8.46,41.0,23.0,6,4,10,23339.0,50.4,1.0,Medium
2023-12-31,Price County,Wisconsin,WI,102.59228515625,8.89,40.0,17.0,7,3,10,3251.0,62.2,1.0,Medium
2023-12-31,Crawford County,Missouri,MO,108.94608842913658,7.75,39.0,39.0,8,4,7,5396.0,33.5,4.0,Unknown
2023-12-31,Itasca County,Minnesota,MN,124.13173034667967,9.99,38.0,6.0,8,8,4,11030.0,56.49999999999999,1.0,Medium
2023-12-31,Page County,Virginia,VA,145.173828125,7.86,38.0,37.0,7,5,10,5597.0,49.4,1.0,Medium
2023-12-31,Churchill County,Nevada,NV,221.9680859375,8.23,38.0,29.0,7,2,3,6569.0,53.8,0.0,Low
2023-12-31,Emanuel County,Georgia,GA,75.28151009092471,7.91,37.0,35.0,9,8,6,5910.0,40.1,2.0,High
2023-12-31,Panola County,Mississippi,MS,100.65576171875,8.99,38.0,15.0,10,10,7,10520.0,47.6,1.0,Medium
2023-12-31,Prince George County,Virginia,VA,166.0201416015625,7.86,38.0,37.0,6,9,3,8588.0,85.7,3.0,Critical
2023-12-31,Newport News,Virginia,VA,151.13522463696137,7.86,38.0,37.0,8,4,6,,,,
2023-12-31,Houston County,Texas,TX,108.0827271758516,8.19,35.0,30.0,10,8,4,4175.0,42.3,2.0,High
2023-12-31,Jackson County,Tennessee,TN,139.88767726773585,5.74,39.0,49.0,10,1,1,3204.0,34.8,1.0,Medium
2023-12-31,Hampshire County,Massachusetts,MA,254.55966300330329,8.77,40.0,21.0,10,7,2,28332.0,66.60000000000001,3.0,Critical
2023-12-31,Tate County,Mississippi,MS,119.9345703125,8.99,38.0,15.0,8,9,1,7346.0,44.9,2.0,High
2023-12-31,Fillmore County,Nebraska,NE,67.37696892874581,9.01,37.0,14.0,3,3,2,1127.0,52.2,1.0,Medium
2023-12-31,Mississippi County,Arkansas,AR,85.58676151068539,8.8,38.0,20.0,6,4,7,13561.0,41.1,0.0,Low
2023-12-31,Rhea County,Tennessee,TN,147.59800415039064,5.74,39.0,49.0,5,6,9,9979.0,43.0,1.0,Medium
2023-12-31,Haywood County,North Carolina,NC,208.60758392333983,8.07,39.0,34.0,8,9,2,12938.0,57.2,1.0,Medium
2023-12-31,Warren County,Mississippi,MS,38.156545639038086,8.99,38.0,15.0,7,8,3,10209.0,57.49999999999999,2.0,High
2023-12-31,Manitowoc County,Wisconsin,WI,106.07511901855467,8.89,40.0,17.0,10,4,3,20437.0,60.6,1.0,Medium
2023-12-31,Sacramento County,California,CA,318.65185546875,9.48,37.0,10.0,4,9,10,305497.0,67.4,2.0,High
2023-12-31,Gloucester County,New Jersey,NJ,158.60592651367188,9.98,40.0,7.0,5,4,5,69954.0,62.2,2.0,High
2023-12-31,Ontario County,New York,NY,136.22021484375,12.79,39.0,1.0,2,9,3,20312.0,68.2,3.0,Critical
2023-12-31,Polk County,Oregon,OR,248.22740173339844,8.29,39.0,27.0,8,4,5,15313.0,63.3,1.0,Medium
2023-12-31,Granville County,North Carolina,NC,170.2186895751953,8.07,39.0,34.0,1,7,3,14265.0,62.3,1.0,Medium
2023-12-31,Floyd County,Indiana,IN,130.991861038208,8.15,38.0,33.0,9,2,6,18936.0,56.49999999999999,1.0,Medium
2023-12-31,Flagler County,Florida,FL,205.60433314515103,6.97,42.0,45.0,2,9,8,22327.0,63.4,1.0,Medium
2023-12-31,Hamilton County,Ohio,OH,133.98489335833222,8.96,39.0,16.0,10,1,10,188020.0,62.8,2.0,High
2023-12-31,Pickens County,South Carolina,SC,140.3084259033203,7.45,39.0,40.0,7,6,10,45840.0,46.6,1.0,Medium
2023-12-31,Rusk County,Wisconsin,WI,104.16666412353516,8.89,40.0,17.0,9,3,2,3418.0,41.2,2.0,High
2023-12-31,Otoe County,Nebraska,NE,101.32645416259766,9.01,37.0,14.0,5,8,6,3347.0,56.2,0.0,Low
2023-12-31,Clatsop County,Oregon,OR,296.3340651541627,8.29,39.0,27.0,7,8,6,4624.0,66.3,1.0,Medium
2023-12-31,Multnomah County,Oregon,OR,297.4754638671875,8.29,39.0,27.0,6,2,3,114945.0,79.0,2.0,High
2023-12-31,Chilton County,Alabama,AL,113.24654249879998,7.45,39.0,40.0,10,10,1,11071.0,36.3,1.0,Medium
2023-12-31,Holmes County,Ohio,OH,129.2349457618002,8.96,39.0,16.0,1,10,8,5109.0,18.0,0.0,Low
2023-12-31,St. Francis County,Arkansas,AR,48.54881286621094,8.8,38.0,20.0,8,5,1,7144.0,50.3,0.0,Low
2023-12-31,Gadsden County,Florida,FL,127.22406463623048,6.97,42.0,45.0,2,6,7,13414.0,57.99999999999999,1.0,Medium
2023-12-31,Middlesex County,Virginia,VA,193.0933260244485,7.86,38.0,37.0,2,4,4,1830.0,67.30000000000001,2.0,High
2023-12-31,Dodge County,Minnesota,MN,151.9557152624293,9.99,38.0,6.0,6,3,2,5688.0,60.5,1.0,Medium
2023-12-31,Grand Isle County,Vermont,VT,202.0341796875,10.75,43.0,3.0,6,6,2,1053.0,84.89999999999999,3.0,Critical
2023-12-31,Pope County,Arkansas,AR,104.16410681168418,8.8,38.0,20.0,10,10,10,18416.0,49.5,1.0,Medium
2023-12-31,Lake County,California,CA,241.3965759277344,9.48,37.0,10.0,10,3,6,11605.0,54.8,1.0,Medium
2023-12-31,Mineral County,West Virginia,WV,85.80929562950769,8.84,43.0,18.0,6,2,7,7857.0,51.1,1.0,Medium
2023-12-31,Okmulgee County,Oklahoma,OK,81.3115234375,7.13,37.0,44.0,4,6,9,9664.0,42.6,1.0,Medium
2023-12-31,Indian River County,Florida,FL,200.39188210295728,6.97,42.0,45.0,9,6,3,32478.0,67.0,1.0,Medium
2023-12-31,Cayuga County,New York,NY,101.98165382385254,12.79,39.0,1.0,6,3,1,16697.0,59.2,3.0,Critical
2023-12-31,Kemper County,Mississippi,MS,61.32032237237309,8.99,38.0,15.0,7,5,7,2179.0,46.1,2.0,High
2023-12-31,Dallas County,Iowa,IA,199.7509765625,9.26,38.0,13.0,4,7,4,23047.0,66.8,1.0,Medium
2023-12-31,Vernon County,Wisconsin,WI,111.72432708740234,8.89,40.0,17.0,10,5,1,6042.0,55.2,1.0,Medium
2023-12-31,St. Tammany Parish,Louisiana,LA,147.4025016578128,8.82,37.0,19.0,5,9,2,72116.0,56.7,2.0,High
2023-12-31,King & Queen County,Virginia,VA,161.2998046875,7.86,38.0,37.0,8,1,8,,,,
2023-12-31,Pottawatomie County,Oklahoma,OK,118.01358795166016,7.13,37.0,44.0,4,4,7,20612.0,49.1,1.0,Medium
2023-12-31,Hardin County,Tennessee,TN,122.2431640625,5.74,39.0,49.0,2,4,5,8750.0,40.7,1.0,Medium
2023-12-31,Fairfax City County,Virginia,VA,292.29063917551866,7.86,38.0,37.0,10,3,6,,,,
2023-12-31,Forsyth County,Georgia,GA,185.0277404785156,7.91,37.0,35.0,2,7,10,55495.0,52.900000000000006,1.0,Medium
2023-12-31,Union County,North Carolina,NC,179.67758178710938,8.07,39.0,34.0,5,10,2,61593.0,55.400000000000006,1.0,Medium
2023-12-31,Tuscola County,Michigan,MI,115.53536922959574,8.34,40.0,24.0,8,5,8,13196.0,46.0,0.0,Low
2023-12-31,Logan County,Colorado,CO,131.072265625,8.31,37.0,26.0,9,2,5,7427.0,38.1,1.0,Medium
2023-12-31,Clay County,Alabama,AL,85.10335790656609,7.45,39.0,40.0,1,9,2,4076.0,41.7,0.0,Low
2023-12-31,Lac qui Parle County,Minnesota,MN,63.6220445408444,9.99,38.0,6.0,2,6,10,1740.0,58.6,1.0,Medium
2023-12-31,West Baton Rouge Parish,Louisiana,LA,138.52895431518556,8.82,37.0,19.0,6,3,10,7301.0,53.7,2.0,High
2023-12-31,Green Lake County,Wisconsin,WI,128.7041015625,8.89,40.0,17.0,4,6,4,5115.0,55.900000000000006,2.0,High
2023-12-31,Hopewell,Virginia,VA,135.07364418029786,7.86,38.0,37.0,8,7,8,,,,
2023-12-31,Marion County,Ohio,OH,104.4326171875,8.96,39.0,16.0,7,4,2,19854.0,48.1,1.0,Medium
2023-12-31,Pike County,Missouri,MO,94.4921875,7.75,39.0,39.0,6,4,8,4238.0,37.4,4.0,Unknown
2023-12-31,Williamson County,Texas,TX,227.0854255034984,8.19,35.0,30.0,10,3,9,133339.0,68.7,1.0,Medium
2023-12-31,Lawrence County,Ohio,OH,214.8399353027344,8.96,39.0,16.0,10,1,6,17867.0,49.4,1.0,Medium
2023-12-31,Macoupin County,Illinois,IL,73.34289487202962,9.52,38.0,9.0,1,4,7,12784.0,54.8,1.0,Medium
2023-12-31,Rusk County,Texas,TX,132.207732518514,8.19,35.0,30.0,6,3,5,10797.0,39.0,2.0,High
2023-12-31,Suffolk County,New York,NY,300.5830383300781,12.79,39.0,1.0,2,1,3,429977.0,75.6,2.0,High
2023-12-31,Warren County,New York,NY,163.03440856933594,12.79,39.0,1.0,1,6,6,13835.0,77.2,3.0,Critical
2023-12-31,Jefferson County,Washington,WA,355.0986111450195,8.34,38.0,24.0,9,9,7,2992.0,76.6,2.0,High
2023-12-31,Ashland County,Wisconsin,WI,84.69805867522791,8.89,40.0,17.0,6,7,8,3285.0,71.6,1.0,Medium
2023-12-31,Menifee County,Kentucky,KY,139.66903076171874,8.58,39.0,22.0,1,10,4,1643.0,44.4,3.0,Critical
2023-12-31,Ventura County,California,CA,462.84906005859375,9.48,37.0,10.0,3,5,4,182971.0,71.89999999999999,1.0,Medium
2023-12-31,Limestone County,Texas,TX,121.4158507905644,8.19,35.0,30.0,3,2,5,5080.0,37.4,2.0,High
2023-12-31,Jefferson County,Nebraska,NE,64.79197001337525,9.01,37.0,14.0,3,3,10,1210.0,55.400000000000006,0.0,Low
2023-12-31,Emery County,Utah,UT,110.51569039481026,8.29,31.0,27.0,1,4,3,2468.0,46.1,1.0,Medium
2023-12-31,Washington County,Georgia,GA,77.66291893670859,7.91,37.0,35.0,10,7,8,4391.0,44.0,2.0,High
2023-12-31,Oneida County,Idaho,ID,100.56810224893344,7.88,36.0,36.0,8,10,5,806.0,46.0,1.0,Medium
2023-12-31,Shelby County,Tennessee,TN,139.93000225978295,5.74,39.0,49.0,5,5,9,238093.0,55.400000000000006,1.0,Medium
2023-12-31,Young County,Texas,TX,94.95634634009548,8.19,35.0,30.0,3,3,4,3914.0,41.5,2.0,High
2023-12-31,Cheatham County,Tennessee,TN,192.4356846618652,5.74,39.0,49.0,4,4,9,10906.0,58.8,1.0,Medium
2023-12-31,New York County,New York,NY,1420.462506984521,12.79,39.0,1.0,10,7,6,422473.0,,3.0,Critical
